MMF Speed,MMF Waiting Time
0.0,0.0
0.99,0.0
1.64,0.0
2.35,0.0
3.1,0.0
4.0,0.0
4.97,0.0
5.76,0.0
6.53,0.0
7.6,0.0
4.185,0.0
5.085,0.0
6.285,0.0
7.484999999999999,0.0
8.685,0.0
9.885,0.0
10.545,0.0
10.28,0.0
6.28,0.0
4.16,0.0
3.1733333333333333,0.0
4.373333333333333,0.0
5.573333333333333,0.0
6.7,0.0
6.666666666666667,0.0
12.545,0.0
12.217500000000001,0.0
12.8025,0.0
13.4025,0.0
13.8525,0.0
10.762,0.0
11.722,0.0
12.588000000000001,0.0
13.307999999999998,0.0
13.95,0.0
11.753333333333332,0.0
11.686666666666667,0.0
11.98666666666667,0.0
12.536666666666667,0.0
13.136666666666665,0.0
11.168571428571429,0.0
11.572857142857144,0.0
11.171428571428574,0.0
10.602857142857143,0.0
9.42125,0.0
9.671249999999999,0.0
10.57125,0.0
11.5575,0.0
12.41625,0.0
11.703333333333335,0.0
11.976666666666667,0.0
12.242222222222223,0.0
12.603333333333333,0.0
12.75111111111111,0.0
11.155999999999999,0.0
11.402000000000001,0.0
11.962,0.0
12.817000000000002,0.0
13.674000000000001,0.0
14.669090909090908,0.0
15.241818181818184,0.0
15.350909090909092,0.0
15.387272727272727,0.0
15.724545454545456,0.0
14.055,0.0
13.64583333333333,0.0
13.379166666666668,0.0
13.910000000000002,0.0
14.618333333333334,0.0
14.23230769230769,0.0
14.679230769230768,0.0
14.802307692307693,0.0
15.41692307692308,0.0
15.957692307692307,0.0
14.553571428571427,0.0
13.790714285714285,0.0
13.497142857142858,0.0
13.435000000000002,0.0
13.26857142857143,0.0
13.689333333333334,0.0
13.921333333333335,0.0
14.002666666666668,0.0
13.783999999999999,0.0
13.414666666666669,0.0
12.00375,0.0
11.556875,0.0
11.60375,0.0
12.343125,0.0
12.383529411764707,0.0
13.03,0.0
13.23470588235294,0.0
13.698235294117648,0.0
14.164705882352942,0.0
14.703529411764707,0.0
15.086470588235295,0.0
15.62764705882353,0.0
16.051176470588235,0.0
16.105294117647055,0.058823529411764705
15.877222222222223,0.1111111111111111
16.559444444444445,0.16666666666666666
17.33111111111111,0.0
17.980555555555558,0.0
18.447777777777777,0.0
17.8978947368421,0.0
18.517894736842106,0.0
18.893684210526313,0.0
18.66578947368421,0.0
18.18052631578947,0.0
17.403,0.0
16.878499999999995,0.05
16.801,0.1
16.934,0.15
16.913999999999998,0.2
16.610952380952384,0.23809523809523808
16.949999999999996,0.2857142857142857
17.04380952380952,0.3333333333333333
17.155238095238094,0.38095238095238093
17.05761904761905,0.42857142857142855
17.20285714285714,0.47619047619047616
17.334761904761905,0.5238095238095238
17.43047619047619,0.5714285714285714
